"id","timestamp","player_id","stage_id"
"183","2023-07-05 16:51:09.058997","1162","4"
"184","2023-07-05 16:51:12.895649","1152","4"
"185","2023-07-05 16:51:20.424816","1185","4"
"186","2023-07-05 16:51:27.737624","1149","4"
"187","2023-07-05 16:53:07.576392","1155","4"
"188","2023-07-05 16:54:51.220077","1190","3"
"189","2023-07-05 16:56:21.804414","1098","3"
"190","2023-07-05 16:59:21.066673","1099","3"
"191","2023-07-05 17:00:16.163225","1077","3"
"192","2023-07-05 17:01:32.94404","1122","3"
"193","2023-07-05 17:01:50.012333","1173","3"
"194","2023-07-05 17:03:02.125663","1061","3"
"195","2023-07-05 17:03:09.367456","1053","3"
"196","2023-07-05 17:04:23.093997","1095","3"
"197","2023-07-05 17:04:51.397833","1124","4"
"198","2023-07-05 17:05:03.638655","1118","4"
"199","2023-07-05 17:05:19.201494","1105","4"
"200","2023-07-05 17:05:29.878427","1106","4"
"201","2023-07-05 17:05:38.272361","1108","4"
"202","2023-07-05 17:06:26.068033","1010","3"
"203","2023-07-05 17:06:33.544001","1120","3"
"204","2023-07-05 17:06:49.771628","1107","3"
"205","2023-07-05 17:07:17.133626","1198","3"
"206","2023-07-05 17:07:23.754526","1113","3"
"207","2023-07-05 17:08:54.452415","1069","5"
"208","2023-07-05 17:09:10.135415","1175","3"
"209","2023-07-05 17:09:47.256409","1081","3"
"210","2023-07-05 17:11:36.178322","1101","4"
"211","2023-07-05 17:11:38.709122","1050","5"
"212","2023-07-05 17:12:54.250965","1190","4"
"213","2023-07-05 17:13:53.636096","1162","5"
"214","2023-07-05 17:14:07.035131","1152","5"
"215","2023-07-05 17:14:09.73604","1149","5"
"216","2023-07-05 17:14:29.15639","1175","4"
"217","2023-07-05 17:14:45.251892","1185","5"
"218","2023-07-05 17:18:07.995052","1127","5"
"219","2023-07-05 17:18:16.64743","1155","5"
"220","2023-07-05 17:18:42.835886","1188","3"
"221","2023-07-05 17:18:43.907752","1192","3"
"222","2023-07-05 17:20:18.128487","1183","3"
"223","2023-07-05 17:20:24.680788","1110","4"
"224","2023-07-05 17:20:32.792201","1207","3"
"225","2023-07-05 17:20:33.955675","1093","4"
"226","2023-07-05 17:21:05.9688","1057","4"
"227","2023-07-05 17:21:11.841617","1067","3"
"228","2023-07-05 17:25:09.313399","1181","4"
"229","2023-07-05 17:25:19.236598","1052","3"
"230","2023-07-05 17:26:07.208926","1010","4"
"231","2023-07-05 17:26:15.020911","1058","4"
"232","2023-07-05 17:26:32.990838","1077","4"
"233","2023-07-05 17:26:52.185555","1182","3"
"234","2023-07-05 17:27:07.863441","1182","4"
"235","2023-07-05 17:28:27.491427","1172","3"
"236","2023-07-05 17:28:44.232028","1172","4"
"237","2023-07-05 17:30:18.641719","1159","5"
"238","2023-07-05 17:30:25.116887","1061","4"
"239","2023-07-05 17:30:38.488277","1053","4"
"240","2023-07-05 17:31:14.967496","1215","3"
"241","2023-07-05 17:33:01.802099","1026","5"
"242","2023-07-05 17:33:02.835827","1130","5"
"243","2023-07-05 17:33:10.391703","1089","4"
"244","2023-07-05 17:33:10.550435","1048","5"
"245","2023-07-05 17:33:22.967457","1081","4"
"246","2023-07-05 17:33:31.729045","1139","4"
"247","2023-07-05 17:33:43.270829","1173","4"
"248","2023-07-05 17:34:20.932064","1210","3"
"249","2023-07-05 17:35:46.883141","1169","4"
"250","2023-07-05 17:35:53.195239","1029","5"
"251","2023-07-05 17:36:01.727713","1028","5"
"252","2023-07-05 17:36:36.659064","1027","5"
"253","2023-07-05 17:37:08.089139","1025","5"
"254","2023-07-05 17:37:16.619783","1160","3"
"255","2023-07-05 17:38:09.267462","1073","3"
"256","2023-07-05 17:40:16.924759","1212","3"
"257","2023-07-05 17:41:19.223486","1101","5"
"258","2023-07-05 17:41:23.918582","1042","4"
"259","2023-07-05 17:42:13.691038","1168","4"
"260","2023-07-05 17:43:10.231207","1118","5"
"261","2023-07-05 17:43:12.941607","1200","4"
"262","2023-07-05 17:43:15.70045","1190","5"
"263","2023-07-05 17:43:23.978781","1176","3"
"264","2023-07-05 17:43:27.035128","1124","5"
"265","2023-07-05 17:43:54.926761","1165","4"
"266","2023-07-05 17:43:57.392926","1160","4"
"267","2023-07-05 17:45:18.79338","1161","5"
"268","2023-07-05 17:46:14.397509","1145","5"
"269","2023-07-05 17:46:45.332535","1113","4"
"270","2023-07-05 17:46:54.914308","1093","5"
"271","2023-07-05 17:46:57.088728","1110","5"
"272","2023-07-05 17:47:31.180861","1183","4"
"273","2023-07-05 17:47:53.234006","1192","4"
"274","2023-07-05 17:48:13.516059","1205","6"
"275","2023-07-05 17:50:53.100316","1021","3"
"276","2023-07-05 17:51:01.074744","1011","4"
"277","2023-07-05 17:56:28.134819","1107","4"
"278","2023-07-05 17:56:59.547838","1099","4"
"279","2023-07-05 17:57:01.57933","1098","4"
"280","2023-07-05 17:57:09.122451","1092","4"
"281","2023-07-05 17:57:53.987295","1155","6"
"282","2023-07-05 17:58:19.694921","1209","4"
"283","2023-07-05 17:59:43.906222","1112","6"
"284","2023-07-05 18:00:10.30546","1127","6"
"285","2023-07-05 18:00:18.176216","1106","5"
"286","2023-07-05 18:00:21.39632","1108","5"
"287","2023-07-05 18:00:24.487583","1105","5"
"288","2023-07-05 18:01:05.994062","1181","5"
"289","2023-07-05 18:01:33.188766","1057","5"
"290","2023-07-05 18:02:09.111256","1023","4"
"291","2023-07-05 18:04:04.679377","1175","5"
"292","2023-07-05 18:04:05.980531","1095","4"
"293","2023-07-05 18:04:10.62335","1122","4"
"294","2023-07-05 18:04:15.472799","1073","4"
"295","2023-07-05 18:04:50.223885","1173","5"
"296","2023-07-05 18:04:58.584982","1061","5"
"297","2023-07-05 18:05:02.232302","1053","5"
"298","2023-07-05 18:05:31.547968","1167","4"
"299","2023-07-05 18:05:38.259888","1088","4"
"300","2023-07-05 18:06:35.702049","1176","4"
"301","2023-07-05 18:06:48.45569","1177","4"
"302","2023-07-05 18:08:18.104366","1136","5"
"303","2023-07-05 18:08:24.634758","1094","5"
"304","2023-07-05 18:08:26.9769","1066","6"
"305","2023-07-05 18:11:07.475946","1077","5"
"306","2023-07-05 18:12:30.683986","1204","4"
"307","2023-07-05 18:13:06.575286","1069","6"
